('0', 'null'),
('3743', 'Large door'),
('3744', 'null'),
('3745', 'Door'),
('3746', 'Door'),
('3747', 'Door'),
('3748', 'Rocks'),
('3749', 'null'),
('3750', 'null'),
('3751', 'null'),
('3752', 'Mysterious glow'),
('3753', 'null'),
('3754', 'null'),
('3755', 'null'),
('3756', 'null'),
('3757', 'Cave Entrance'),
('3758', 'Cave Exit'),
('3759', 'Cave Entrance'),
('3760', 'Cave Exit'),
('3761', 'Exit'),
('3762', 'Secret Door'),
('3763', 'Cell Door'),
('3764', 'Cell Door'),
('3765', 'Cell Door'),
('3766', 'null'),
('3767', 'Cell Door'),
('3768', 'null'),
('3769', 'Fire'),
('3770', 'Window'),
('3771', 'Stronghold'),
('3772', 'null'),
('3773', 'null'),
('3774', 'Exit'),
('3775', 'Fire'),
('3776', 'Door'),
('3777', 'Door'),
('3778', 'null'),
('3779', 'null'),
('3780', 'Prison Door'),
('3781', 'null'),
('3782', 'Arena Entrance'),
('3783', 'Arena Entrance'),
('3784', 'null'),
('3785', 'Arena Exit'),
('3786', 'Arena Exit'),
('3787', 'null'),
('3788', 'Stone Staircase'),
('3789', 'Stone Staircase'),
('3790', 'Rocks'),
('3791', 'Rocks'),
('3792', 'null'),
('3793', 'null'),
('3794', 'Grass'),
('3795', 'Grass'),
('3796', 'null'),
('3797', 'Corpse'),
('3798', 'Corpse'),
('3799', 'Corpse'),
('3800', 'Counter'),
('3801', 'Chair'),
('3802', 'Smashed chair'),
('3803', 'Rocks'),
('3804', 'Rocks'),
('3805', 'Rocks'),
('3806', 'Rocks'),
('3807', 'Rocks'),
('3808', 'Rocks'),
('3809', 'null'),
('3810', 'Storeroom Door'),
('3811', 'null'),
('3812', 'null'),
('3813', 'Crate'),
('3814', 'Crates'),
('3815', 'Crates'),
('3816', 'Kitchen Drawers'),
('3817', 'Kitchen Drawers'),
('3818', 'null'),
('3819', 'null'),
('3820', 'Food Trough'),
('3821', 'Rack'),
('3822', 'Goutweed Crate'),
('3823', 'Sign'),
('3824', 'Troll Stew'),
('3825', 'Stalagmite'),
('3826', 'Stalagmites'),
('3827', 'Tunnel entrance'),
('3828', 'Tunnel entrance'),
('3829', 'Rope'),
('3830', 'Tunnel entrance'),
('3831', 'Tunnel entrance'),
('3832', 'Rope'),
('3833', 'Cocoon'),
('3834', 'null'),
('3835', 'null'),
('3836', 'null'),
('3837', 'null'),
('3838', 'null'),
('3839', 'null'),
('3840', 'null'),
('3841', 'null'),
('3842', 'null'),
('3843', 'null'),
('3844', 'null'),
('3845', 'null'),
('3846', 'null'),
('3847', 'null'),
('3848', 'null'),
('3849', 'null'),
('3850', 'null'),
('3851', 'null'),
('3852', 'null'),
('3853', 'null'),
('3854', 'null'),
('3855', 'null'),
('3856', 'Crate'),
('3857', 'Crate'),
('3858', 'Fishing rod'),
('3859', 'Fishing rod'),
('3860', 'Barrel'),
('3861', 'Crate'),
('3862', 'Burning bones'),
('3863', 'Tribal Statue'),
('3864', 'null'),
('3865', 'null'),
('3866', 'null'),
('3867', 'null'),
('3868', 'null'),
('3869', 'null'),
('3870', 'null'),
('3871', 'null'),
('3872', 'null'),
('3873', 'null'),
('3874', 'null'),
('3875', 'null'),
('3876', 'null'),
('3877', 'null'),
('3878', 'null'),
('3879', 'Tree'),
('3880', 'Tree stump'),
('3881', 'Tree'),
('3882', 'Tree'),
('3883', 'Tree'),
('3884', 'Tree stump'),
('3885', 'Tree'),
('3886', 'Tree'),
('3887', 'Tree'),
('3888', 'Tree'),
('3889', 'Tree'),
('3890', 'Tree'),
('3891', 'Tree'),
('3892', 'Fallen tree'),
('3893', 'Tree'),
('3894', 'null'),
('3895', 'null'),
('3896', 'null'),
('3897', 'null'),
('3898', 'null'),
('3899', 'null'),
('3900', 'null'),
('3901', 'Flowers'),
('3902', 'Flowers'),
('3903', 'Flowers'),
('3904', 'Flowers'),
('3905', 'Flowers'),
('3906', 'Flowers'),
('3907', 'null'),
('3908', 'null'),
('3909', 'null'),
('3910', 'null'),
('3911', 'null'),
('3912', 'Mushroom'),
('3913', 'Mushrooms'),
('3914', 'Mushroom'),
('3915', 'Mushroom'),
('3916', 'Mushrooms'),
('3917', 'Mushroom'),
('3918', 'Elven lamp'),
('3919', 'Twigs'),
('3920', 'null'),
('3921', 'Tripwire'),
('3922', 'Sticks'),
('3923', 'Leaves'),
('3924', 'Leaves'),
('3925', 'Leaves'),
('3926', 'null'),
('3927', 'Protruding rocks'),
('3928', 'Tree'),
('3929', 'Log balance'),
('3930', 'Log balance'),
('3931', 'Log balance'),
('3932', 'Log balance'),
('3933', 'Log balance'),
('3934', 'null'),
('3935', 'null'),
('3936', 'null'),
('3937', 'Dense forest'),
('3938', 'Dense forest'),
('3939', 'Dense forest'),
('3940', 'null'),
('3941', 'Tracks'),
('3942', 'null'),
('3943', 'null'),
('3944', 'Huge Gate'),
('3945', 'Huge Gate'),
('3946', 'Huge Gate'),
('3947', 'Huge Gate'),
('3948', 'null'),
('3949', 'null'),
('3950', 'null'),
('3951', 'null'),
('3952', 'null'),
('3953', 'null'),
('3954', 'null'),
('3955', 'null'),
('3956', 'null'),
('3957', 'null'),
('3958', 'null'),
('3959', 'null'),
('3960', 'null'),
('3961', 'null'),
('3962', 'Sulphur'),
('3963', 'Sulphur'),
('3964', 'Sulphur'),
('3965', 'null'),
('3966', 'null'),
('3967', 'Tree'),
('3968', 'Tree'),
('3969', 'Pile of skulls'),
('3970', 'Charred bones'),
('3971', 'Corpse'),
('3972', 'Corpse'),
('3973', 'Corpse'),
('3974', 'Corpse'),
('3975', 'Tar'),
('3976', 'null'),
('3977', 'null'),
('3978', 'null'),
('3979', 'null'),
('3980', 'Tent flap'),
('3981', 'null'),
('3982', 'null'),
('3983', 'Tent'),
('3984', 'Tent'),
('3985', 'Tent'),
('3986', 'Tent'),
('3987', 'Barrel'),
('3988', 'null'),
('3989', 'null'),
('3990', 'null'),
('3991', 'null'),
('3992', 'Standard'),
('3993', 'Standard'),
('3994', 'Small furnace'),
('3995', 'Tent wall'),
('3996', 'Tent flap'),
('3997', 'Tent wall'),
('3998', 'Dense forest'),
('3999', 'Dense forest'),
('4000', 'Tent roof'),
('4001', 'Tent wall'),
('4002', 'Tent pole'),
('4003', 'null'),
('4004', 'Well'),
('4005', 'Well'),
('4006', 'Cave entrance'),
('4007', 'Cave Exit'),
('4008', 'Altar'),
('4009', 'null'),
('4010', 'null'),
('4011', 'null'),
('4012', 'null'),
('4013', 'null'),
('4014', 'null'),
('4015', 'null'),
('4016', 'null'),
('4017', 'null'),
('4018', 'null'),
('4019', 'null'),
('4020', 'null'),
('4021', 'null'),
('4022', 'null'),
('4023', 'null'),
('4024', 'Barrel'),
('4025', 'Barrel'),
('4026', 'Fractionalizing still'),
('4027', 'Pile of Rock'),
('4028', 'Pile of Rock'),
('4029', 'Pile of Rock'),
('4030', 'Pile of Rock'),
('4031', 'Shantay pass'),
('4032', 'null'),
('4033', 'null'),
('4034', 'null'),
('4035', 'Druid's robes'),
('4036', 'Druid's robes'),
('4037', 'null'),
('4038', 'null'),
('4039', 'null'),
('4040', 'null'),
('4041', 'null'),
('4042', 'null'),
('4043', 'Aviary Hatch'),
('4044', 'Standard'),
('4045', 'null'),
('4046', 'null'),
('4047', 'null'),
('4048', 'Tree'),
('4049', 'Tree'),
('4050', 'Tree'),
('4051', 'Tree'),
('4052', 'Tree'),
('4053', 'Tree'),
('4054', 'Tree'),
('4055', 'Huge Mushroom'),
('4056', 'Huge Mushroom'),
('4057', 'Huge Mushroom'),
('4058', 'Obstacle pipe'),
('4059', 'Balancing rope'),
('4060', 'Hollow tree'),
('4061', 'Tree stump'),
('4062', 'Shelf'),
('4063', 'Sink'),
('4064', 'Smashed table'),
('4065', 'Stone stand'),
('4066', 'Signpost'),
('4067', 'Warning sign'),
('4068', 'Broken Wall'),
('4069', 'Temple wall'),
('4070', 'Temple wall'),
('4071', 'Temple wall'),
('4072', 'Temple wall'),
('4073', 'Temple wall'),
('4074', 'Temple wall'),
('4075', 'Temple wall'),
('4076', 'Temple wall'),
('4077', 'Temple wall'),
('4078', 'Temple wall'),
('4079', 'Broken Wall'),
('4080', 'Temple wall'),
('4081', 'Temple wall'),
('4082', 'Temple wall'),
('4083', 'Temple wall'),
('4084', 'Temple wall'),
('4085', 'Temple wall'),
('4086', 'Temple wall'),
('4087', 'Temple wall'),
('4088', 'Temple wall'),
('4089', 'Temple wall'),
('4090', 'Flaming Fire altar'),
('4091', 'Fire altar'),
('4092', 'Broken Fire altar'),
('4093', 'Funeral Pyre'),
('4094', 'Funeral pyre'),
('4095', 'Funeral pyre'),
('4096', 'Funeral pyre'),
('4097', 'Funeral pyre'),
('4098', 'Funeral pyre'),
('4099', 'null'),
('4100', 'Funeral pyre'),
('4101', 'Funeral pyre'),
('4102', 'Funeral pyre'),
('4103', 'Funeral pyre'),
('4104', 'Funeral pyre'),
('4105', 'null'),
('4106', 'Solid bronze door'),
('4107', 'Solid steel door'),
('4108', 'Solid black door'),
('4109', 'Solid silver door'),
('4110', 'null'),
('4111', 'Bronze Chest'),
('4112', 'Bronze Chest'),
('4113', 'Bronze Chest'),
('4114', 'Bronze Chest'),
('4115', 'Bronze Chest'),
('4116', 'Steel Chest'),
('4117', 'Steel Chest'),
('4118', 'Steel Chest'),
('4119', 'Steel Chest'),
('4120', 'Steel Chest'),
('4121', 'Black Chest'),
('4122', 'Black Chest'),
('4123', 'Black Chest'),
('4124', 'Black Chest'),
('4125', 'Black Chest'),
('4126', 'Silver Chest'),
('4127', 'Silver Chest'),
('4128', 'Silver Chest'),
('4129', 'Silver Chest'),
('4130', 'Silver Chest'),
('4131', 'Bronze Chest'),
('4132', 'Signpost'),
('4133', 'Signpost'),
('4134', 'Signpost'),
('4135', 'Signpost'),
('4136', 'null'),
('4137', 'null'),
('4138', 'Counter'),
('4139', 'Gate'),
('4140', 'Gate'),
('4141', 'Strange altar'),
('4142', 'Swaying tree'),
('4143', 'Danger sign'),
('4144', 'Golden tree'),
('4145', 'null'),
('4146', 'null'),
('4147', 'Cave Entrance'),
('4148', 'Door'),
('4149', 'Lalli's Stew'),
('4150', 'null'),
('4151', 'null'),
('4152', 'null'),
('4153', 'null'),
('4154', 'null'),
('4155', 'null'),
('4156', 'null'),
('4157', 'null'),
('4158', 'Ladder'),
('4159', 'Ladder'),
('4160', 'Ladder'),
('4161', 'Escape rope'),
('4162', 'Pipe'),
('4163', 'Ladder'),
('4164', 'Ladder'),
('4165', 'Door'),
('4166', 'Door'),
('4167', 'Chest'),
('4168', 'Chest'),
('4169', 'Frozen table'),
('4170', 'Chest'),
('4171', 'Bookcase'),
('4172', 'Cooking range'),
('4173', 'Trapdoor'),
('4174', 'Trapdoor'),
('4175', 'Drain'),
('4176', 'Tap'),
('4177', 'Cupboard'),
('4178', 'Cupboard'),
('4179', 'Abstract mural'),
('4180', 'Abstract mural'),
('4181', 'Unicorn's head'),
('4182', 'Bull's head'),
('4183', 'Boxes'),
('4184', 'Boxes'),
('4185', 'Crate'),
('4186', 'Crate'),
('4187', 'Ladder'),
('4188', 'Ladder'),
('4189', 'Ladder'),
('4190', 'null'),
('4191', 'null'),
('4192', 'null'),
('4193', 'null'),
('4194', 'null'),
('4195', 'null'),
('4196', 'null'),
('4197', 'null'),
('4198', 'null'),
('4199', 'null'),
('4200', 'null'),
('4201', 'null'),
('4202', 'null'),
('4203', 'null'),
('4204', 'null'),
('4205', 'null'),
('4206', 'null'),
('4207', 'null'),
('4208', 'null'),
('4209', 'null'),
('4210', 'null'),
('4211', 'null'),
('4212', 'null'),
('4213', 'null'),
('4214', 'null'),
('4215', 'null'),
('4216', 'null'),
('4217', 'null'),
('4218', 'null'),
('4219', 'null'),
('4220', 'null'),
('4221', 'null'),
('4222', 'null'),
('4223', 'null'),
('4224', 'null'),
('4225', 'null'),
('4226', 'null'),
('4227', 'null'),
('4228', 'null'),
('4229', 'null'),
('4230', 'null'),
('4231', 'null'),
('4232', 'null'),
('4233', 'null'),
('4234', 'null'),
('4235', 'null'),
('4236', 'null'),
('4237', 'null'),
('4238', 'null'),
('4239', 'null'),
('4240', 'null'),
('4241', 'null'),
('4242', 'null'),
('4243', 'null'),
('4244', 'null'),
('4245', 'null'),
('4246', 'null'),
('4247', 'Door'),
('4248', 'Door'),
('4249', 'null'),
('4250', 'Door'),
('4251', 'Door'),
('4252', 'Chest'),
('4253', 'Chest'),
('4254', 'null'),
('4255', 'null'),
('4256', 'null'),
('4257', 'null'),
('4258', 'null'),
('4259', 'null'),
('4260', 'null'),
('4261', 'null'),
('4262', 'null'),
('4263', 'null'),
('4264', 'null'),
('4265', 'Fire'),
('4266', 'Fire'),
('4267', 'Spit roast'),
('4268', 'null'),
('4269', 'Wooden Table'),
('4270', 'Wooden Table'),
('4271', 'Chair'),
('4272', 'Table'),
('4273', 'Bar pumps'),
('4274', 'Bar'),
('4275', 'Barrel'),
('4276', 'Market stall'),
('4277', 'Fish stall'),
('4278', 'Fur stall'),
('4279', 'null'),
('4280', 'null'),
('4281', 'null'),
('4282', 'null'),
('4283', 'Drain'),
('4284', 'null'),
('4285', 'Tap'),
('4286', 'Keg'),
('4287', 'Bed'),
('4288', 'Bed'),
('4289', 'null'),
('4290', 'null'),
('4291', 'null'),
('4292', 'null'),
('4293', 'null'),
('4294', 'null'),
('4295', 'null'),
('4296', 'Abandoned Cart'),
('4297', 'Boxes'),
('4298', 'Boxes'),
('4299', 'Boxes'),
('4300', 'Crate'),
('4301', 'Crate'),
('4302', 'null'),
('4303', 'null'),
('4304', 'Furnace'),
('4305', 'null'),
('4306', 'Anvil'),
('4307', 'Blacksmith's tools'),
('4308', 'Pottery Oven'),
('4309', 'Spinning wheel'),
('4310', 'Potter's Wheel'),
('4311', 'Gate'),
('4312', 'Gate'),
('4313', 'Gate'),
('4314', 'null'),
('4315', 'null'),
('4316', 'null'),
('4317', 'null'),
('4318', 'null'),
('4319', 'null'),
('4320', 'null'),
('4321', 'null'),
('4322', 'null'),
('4323', 'null'),
('4324', 'null'),
('4325', 'null'),
('4326', 'null'),
('4327', 'null'),
('4328', 'Tree stump'),
('4329', 'Tree stump'),
('4330', 'null'),
('4331', 'null'),
('4332', 'null'),
('4333', 'null'),
('4334', 'null'),
('4335', 'null'),
('4336', 'null'),
('4337', 'null'),
('4338', 'null'),
('4339', 'null'),
('4340', 'null'),
('4341', 'null'),
('4342', 'null'),
('4343', 'null'),
('4344', 'null'),
('4345', 'null'),
('4346', 'null'),
('4347', 'null'),
('4348', 'Shell'),
('4349', 'Shell'),
('4350', 'Shell'),
('4351', 'Shell'),
('4352', 'Bowl'),
('4353', 'null'),
('4354', 'null'),
('4355', 'null'),
('4356', 'null'),
('4357', 'null'),
('4358', 'null'),
('4359', 'null'),
('4360', 'null'),
('4361', 'null'),
('4362', 'null'),
('4363', 'null'),
('4364', 'null'),
('4365', 'null'),
('4366', 'Shelf'),
('4367', 'Shelf'),
('4368', 'Shelf'),
('4369', 'Shelf'),
('4370', 'Shelf'),
('4371', 'Shelf'),
('4372', 'Table'),
('4373', 'Sand pit'),
('4374', 'null'),
('4375', 'null'),
('4376', 'null'),
('4377', 'Standard Stand'),
('4378', 'Standard Stand'),
('4379', 'null'),
('4380', 'Iron ladder'),
('4381', 'Catapult'),
('4382', 'Catapult'),
('4383', 'Iron ladder'),
('4384', 'null'),
('4385', 'Catapult'),
('4386', 'Catapult'),
('4387', 'Saradomin Portal'),
('4388', 'Zamorak Portal'),
('4389', 'Portal'),
('4390', 'Portal'),
('4391', 'null'),
('4392', 'null'),
('4393', 'null'),
('4394', 'null'),
('4395', 'null'),
('4396', 'null'),
('4397', 'null'),
('4398', 'null'),
('4399', 'null'),
('4400', 'null'),
('4401', 'null'),
('4402', 'null'),
('4403', 'null'),
('4404', 'null'),
('4405', 'null'),
('4406', 'Portal'),
('4407', 'Portal'),
('4408', 'Guthix Portal'),
('4409', 'null'),
('4410', 'null'),
('4411', 'Stepping stone'),
('4412', 'Iron ladder'),
('4413', 'Iron ladder'),
('4414', 'Staircase'),
('4415', 'Staircase'),
('4416', 'Staircase'),
('4417', 'Staircase'),
('4418', 'Staircase'),
('4419', 'Staircase'),
('4420', 'Staircase'),
('4421', 'Barricade'),
('4422', 'Barricade'),
('4423', 'Large door'),
('4424', 'Large door'),
('4425', 'Large door'),
('4426', 'Large door'),
('4427', 'Large door'),
('4428', 'Large door'),
('4429', 'Large door'),
('4430', 'Large door'),
('4431', 'Broken door'),
('4432', 'Broken door'),
('4433', 'Broken door'),
('4434', 'Broken door'),
('4435', 'null'),
('4436', 'null'),
('4437', 'Rocks'),
('4438', 'Rocks'),
('4439', 'null'),
('4440', 'null'),
('4441', 'null'),
('4442', 'null'),
('4443', 'null'),
('4444', 'Trapdoor'),
('4445', 'null'),
('4446', 'Battlements'),
('4447', 'Battlements'),
('4448', 'Cave wall'),
('4449', 'Staircase'),
('4450', 'Staircase'),
('4451', 'null'),
('4452', 'null'),
('4453', 'null'),
('4454', 'null'),
('4455', 'null'),
('4456', 'null'),
('4457', 'null'),
('4458', 'Table'),
('4459', 'Table'),
('4460', 'Table'),
('4461', 'Table'),
('4462', 'Table'),
('4463', 'Table'),
('4464', 'Table'),
('4465', 'Door'),
('4466', 'Door'),
('4467', 'Door'),
('4468', 'Door'),
('4469', 'Energy Barrier'),
('4470', 'Energy Barrier'),
('4471', 'Trapdoor'),
('4472', 'Trapdoor'),
('4473', 'null'),
('4474', 'null'),
('4475', 'null'),
('4476', 'null'),
('4477', 'null'),
('4478', 'null'),
('4479', 'null'),
('4480', 'null'),
('4481', 'null'),
('4482', 'Tap'),
('4483', 'Bank chest'),
('4484', 'Scoreboard'),
('4485', 'Iron ladder'),
('4486', 'null'),
('4487', 'Door'),
('4488', 'null'),
('4489', 'null'),
('4490', 'Door'),
('4491', 'Door'),
('4492', 'Door'),
('4493', 'Staircase'),
('4494', 'Staircase'),
('4495', 'Staircase'),
('4496', 'Staircase'),
('4497', 'Staircase'),
('4498', 'Staircase'),
('4499', 'Cave Entrance'),
('4500', 'Tunnel'),
('4501', 'null'),
('4502', 'null'),
('4503', 'null'),
('4504', 'null'),
('4505', 'null'),
('4506', 'null'),
('4507', 'null'),
('4508', 'null'),
('4509', 'null'),
('4510', 'null'),
('4511', 'null'),
('4512', 'null'),
('4513', 'Heap of bricks'),
('4514', 'null'),
('4515', 'null'),
('4516', 'null'),
('4517', 'null'),
('4518', 'Corpse'),
('4519', 'Corpse'),
('4520', 'Corpse'),
('4521', 'null'),
('4522', 'null'),
('4523', 'null'),
('4524', 'null'),
('4525', 'null'),
('4526', 'null'),
('4527', 'null'),
('4528', 'null'),
('4529', 'null'),
('4530', 'null'),
('4531', 'null'),
('4532', 'null'),
('4533', 'null'),
('4534', 'null'),
('4535', 'null'),
('4536', 'null'),
('4537', 'null'),
('4538', 'null'),
('4539', 'null'),
('4540', 'null'),
('4541', 'Statue'),
('4542', 'null'),
('4543', 'Strange wall'),
('4544', 'Strange wall'),
('4545', 'Strange wall'),
('4546', 'Strange wall'),
('4547', 'null'),
('4548', 'null'),
('4549', 'null'),
('4550', 'Beach'),
('4551', 'Basalt rock'),
('4552', 'Basalt rock'),
('4553', 'Basalt rock'),
('4554', 'Basalt rock'),
('4555', 'Basalt rock'),
('4556', 'Basalt rock'),
('4557', 'Basalt rock'),
('4558', 'Basalt rock'),
('4559', 'Rocky shore'),
('4560', 'null'),
('4561', 'null'),
('4562', 'null'),
('4563', 'null'),
('4564', 'null'),
('4565', 'null'),
('4566', 'null'),
('4567', 'null'),
('4568', 'Staircase'),
('4569', 'Staircase'),
('4570', 'Staircase'),
('4571', 'null'),
('4572', 'null'),
('4573', 'null'),
('4574', 'null'),
('4575', 'null'),
('4576', 'null'),
('4577', 'Doorway'),
('4578', 'null'),
('4579', 'null'),
('4580', 'null'),
('4581', 'null'),
('4582', 'null'),
('4583', 'null'),
('4584', 'null'),
('4585', 'null'),
('4586', 'null'),
('4587', 'Lighting mechanism'),
('4588', 'Lighting mechanism'),
('4589', 'Lighting mechanism'),
('4590', 'Lighting mechanism'),
('4591', 'null'),
('4592', 'null'),
('4593', 'null'),
('4594', 'null'),
('4595', 'null'),
('4596', 'null'),
('4597', 'null'),
('4598', 'null'),
('4599', 'null'),
('4600', 'null'),
('4601', 'null'),
('4602', 'null'),
('4603', 'null'),
('4604', 'null'),
('4605', 'null'),
('4606', 'null'),
('4607', 'null'),
('4608', 'null'),
('4609', 'null'),
('4610', 'Shell'),
('4611', 'Shell'),
('4612', 'Shell'),
('4613', 'Shell'),
('4614', 'Bowl'),
('4615', 'Broken bridge'),
('4616', 'Broken bridge'),
('4617', 'Bookcase'),
('4618', 'Fireplace'),
('4619', 'null'),
('4620', 'Stairs'),
('4621', 'Stairs'),
('4622', 'Stairs'),
('4623', 'Stairs'),
('4624', 'Stairs'),
('4625', 'Stairs'),
('4626', 'Stairs'),
('4627', 'Stairs'),
('4628', 'null'),
('4629', 'Large door'),
('4630', 'Large door'),
('4631', 'Large door'),
('4632', 'Large door'),
('4633', 'Large door'),
('4634', 'Large door'),
('4635', 'null'),
('4636', 'Door'),
('4637', 'Door'),
('4638', 'Door'),
('4639', 'Door'),
('4640', 'Door'),
('4641', 'Stacked barrels'),
('4642', 'Noticeboard'),
('4643', 'Ladder'),
('4644', 'Ladder'),
('4645', 'Ladder'),
('4646', 'Ladder'),
('4647', 'Ladder'),
('4648', 'Ladder'),
('4649', 'null'),
('4650', 'Fireplace'),
('4651', 'Table'),
('4652', 'Table'),
('4653', 'Table'),
('4654', 'null'),
('4655', 'null'),
('4656', 'Stool'),
('4657', 'null'),
('4658', 'Plaque'),
('4659', 'Plaque'),
('4660', 'Plaque'),
('4661', 'Plaque'),
('4662', 'null'),
('4663', 'null'),
('4664', 'null'),
('4665', 'null'),
('4666', 'null'),
('4667', 'null'),
('4668', 'null'),
('4669', 'Arrav'),
('4670', 'Camorra'),
('4671', 'Bookcase'),
('4672', 'Throne Room Door'),
('4673', 'null'),
